student_id,student_name,gender,date_of_birth,academic_year,disability_flag,annual_family_income,parental_education,first_generation_student,urban_rural,admission_type,institution_code
S519-25,Priya Nair,MALE,21-11-2003,2024-2025,0,1602127,SECONDARY,0,Urban,MERIT,INST01
S520-25,Priya Khan,FEMALE,21-11-2003,2024-2025,0,2107338,none,0,Urban,,INST01
S521-25,Priya Malhotra,male,14-05-2001,2024-2025,0,1246514,secondary,0,Rural,,INST01
S522-24,Priya Bansal,MALE,21-11-2003,2023-2024,0,4609430,SECONDARY,1,URBAN,,INST02
S523-25,Priya Chopra,FEMALE,14-05-2001,2024-2025,1,1286283,None,0,urban,,INST01
S524-24,Priya Agarwal,Female,14-05-2001,2023-2024,1,1317543,secondary,1,Rural,,INST01
S525-24,Priya Kulkarni,Female,12-08-2002,2023-2024,0,2736502,None,1,URBAN,,INST02
S526-25,Priya Joshi,female,21-11-2003,2024-2025,1,2728614,Primary,0,rural,,INST01
S527-25,Priya Das,Female,12-08-2002,2024-2025,0,751436,NONE,0,urban,,INST01
S528-24,Priya Roy,MALE,12-08-2002,2023-2024,1,2980539,PRIMARY,0,urban,,INST01
S529-25,Priya Ghosh,male,12-08-2002,2024-2025,0,3167913,NONE,0,URBAN,,INST01
S530-24,Priya Banerjee,Female,21-11-2003,2023-2024,0,3990672,SECONDARY,0,urban,,INST02
S531-25,Priya Mukherjee,female,12-08-2002,2024-2025,0,4698596,graduate,0,rural,,INST02
S532-24,Priya Chatterjee,male,21-11-2003,2023-2024,1,4741700,GRADUATE,1,RURAL,MERIT,INST02
S533-25,Priya Saxena,male,21-11-2003,2024-2025,0,285290,SECONDARY,0,URBAN,merit,INST02
S534-24,Priya Tripathi,FEMALE,14-05-2001,2023-2024,1,453063,graduate,1,Rural,Merit,INST01
S535-24,Priya Tiwari,Female,21-11-2003,2023-2024,1,248686,PRIMARY,1,urban,RESERVATION,INST01
S536-24,Priya Mishra,female,21-11-2003,2023-2024,1,1400960,GRADUATE,1,URBAN,Reservation,INST02
S537-24,Priya Pandey,Female,12-08-2002,2023-2024,0,175340,GRADUATE,1,urban,management,INST01
S538-24,Priya Yadav,Female,12-08-2002,2023-2024,0,3914976,none,1,Rural,RESERVATION,INST02
S539-25,Priya Jain,female,14-05-2001,2024-2025,0,3184681,none,0,urban,Merit,INST01
S540-25,Priya Kohli,Female,21-11-2003,2024-2025,1,3927873,NONE,0,rural,MANAGEMENT,INST02
S541-25,Amit Sharma,FEMALE,21-11-2003,2024-2025,0,1833713,primary,0,Rural,MANAGEMENT,INST02
S542-25,Amit Verma,Male,21-11-2003,2024-2025,1,4021247,SECONDARY,0,URBAN,management,INST02
S543-25,Amit Patel,FEMALE,21-11-2003,2024-2025,0,4452156,Graduate,0,urban,Management,INST02
S544-25,Amit Iyer,Male,12-08-2002,2024-2025,0,4834164,Primary,1,URBAN,management,INST02
S545-24,Amit Reddy,Male,14-05-2001,2023-2024,0,3459018,graduate,0,urban,reservation,INST02
S546-24,Amit Singh,male,21-11-2003,2023-2024,1,2969953,SECONDARY,1,Urban,management,INST02
S547-25,Amit Gupta,female,12-08-2002,2024-2025,0,1001100,Graduate,1,Rural,Merit,INST01
S548-24,Amit Mehta,FEMALE,12-08-2002,2023-2024,0,187795,Graduate,1,RURAL,management,INST02
S549-24,Amit Nair,Female,21-11-2003,2023-2024,1,2991160,None,1,rural,management,INST02
S550-24,Amit Khan,female,21-11-2003,2023-2024,1,180275,SECONDARY,1,urban,Reservation,INST02
S551-24,Amit Malhotra,male,14-05-2001,2023-2024,1,3325010,PRIMARY,0,Urban,Reservation,INST01
S552-25,Amit Bansal,Male,12-08-2002,2024-2025,0,1759284,none,0,RURAL,RESERVATION,INST02
S553-25,Amit Chopra,MALE,12-08-2002,2024-2025,0,1614938,Graduate,1,Urban,Reservation,INST01
S554-25,Amit Agarwal,FEMALE,12-08-2002,2024-2025,0,1079150,none,0,RURAL,merit,INST01
S555-24,Amit Kulkarni,female,14-05-2001,2023-2024,0,3572436,SECONDARY,0,URBAN,management,INST01
S556-24,Amit Joshi,MALE,21-11-2003,2023-2024,0,4426744,PRIMARY,1,urban,MERIT,INST01
S557-25,Amit Das,male,12-08-2002,2024-2025,1,2345680,Graduate,0,RURAL,Reservation,INST02
S558-24,Amit Roy,FEMALE,14-05-2001,2023-2024,1,4945996,graduate,1,Rural,MANAGEMENT,INST02
S559-25,Jane Doe,male,14-05-2001,2024-2025,1,589104,secondary,1,rural,MERIT,INST02
S560-25,Amit Banerjee,MALE,21-11-2003,2024-2025,0,1266680,SECONDARY,1,urban,RESERVATION,INST01
S561-24,Amit Mukherjee,Male,12-08-2002,2023-2024,1,4755662,secondary,0,Rural,MANAGEMENT,INST02
S562-24,Amit Chatterjee,male,14-05-2001,2023-2024,0,2792024,GRADUATE,1,Urban,merit,INST02
S563-24,Amit Saxena,female,14-05-2001,2023-2024,1,3531933,graduate,1,Rural,Merit,INST01
S564-24,Amit Tripathi,MALE,14-05-2001,2023-2024,1,1929168,PRIMARY,0,rural,Merit,INST02
S565-24,Amit Tiwari,FEMALE,21-11-2003,2023-2024,1,979487,Secondary,1,URBAN,Merit,INST02
S566-25,Amit Mishra,Male,21-11-2003,2024-2025,1,1076541,secondary,0,Rural,Management,INST01
S567-24,Amit Pandey,MALE,21-11-2003,2023-2024,0,680356,graduate,0,RURAL,reservation,INST02
S568-25,Amit Yadav,male,21-11-2003,2024-2025,1,3858612,graduate,1,URBAN,MANAGEMENT,INST02
S569-24,Amit Jain,male,21-11-2003,2023-2024,1,1285555,PRIMARY,1,rural,RESERVATION,INST02
S570-24,Amit Kohli,female,12-08-2002,2023-2024,1,1313492,NONE,1,RURAL,merit,INST02
S571-25,Kavya Sharma,male,14-05-2001,2024-2025,0,965906,SECONDARY,0,RURAL,reservation,INST02
S572-24,Kavya Verma,female,12-08-2002,2023-2024,1,1894556,secondary,0,URBAN,Reservation,INST01
S573-24,Kavya Patel,MALE,14-05-2001,2023-2024,1,2693355,Primary,1,RURAL,management,INST01
S574-25,Kavya Iyer,female,21-11-2003,2024-2025,0,4024775,secondary,0,urban,reservation,INST02
S575-25,Jane Doe,FEMALE,14-05-2001,2024-2025,1,4131001,Secondary,1,URBAN,reservation,INST02
S576-24,Kavya Singh,MALE,21-11-2003,2023-2024,1,1238104,SECONDARY,0,urban,Merit,INST02
S577-24,Kavya Gupta,female,21-11-2003,2023-2024,1,2275575,SECONDARY,1,urban,MANAGEMENT,INST01
S578-25,Kavya Mehta,male,21-11-2003,2024-2025,0,1284225,secondary,1,urban,RESERVATION,INST02
S579-25,Kavya Nair,MALE,21-11-2003,2024-2025,1,92700,secondary,0,urban,RESERVATION,INST01
S580-25,Kavya Khan,FEMALE,14-05-2001,2024-2025,1,1885912,Graduate,1,rural,management,INST01
S581-24,Kavya Malhotra,male,21-11-2003,2023-2024,1,2147323,Primary,1,URBAN,management,INST02
S582-25,Kavya Bansal,female,14-05-2001,2024-2025,0,3021193,GRADUATE,0,rural,MANAGEMENT,INST02
S583-24,Kavya Chopra,Male,12-08-2002,2023-2024,1,3343865,NONE,1,urban,Management,INST01
S584-24,Kavya Agarwal,male,14-05-2001,2023-2024,1,4954126,PRIMARY,0,Rural,Merit,INST01
S585-24,Kavya Kulkarni,male,21-11-2003,2023-2024,1,613228,none,0,URBAN,Management,INST02
S586-25,Kavya Joshi,MALE,12-08-2002,2024-2025,0,1083447,Primary,0,rural,merit,INST02
S587-25,Kavya Das,Male,14-05-2001,2024-2025,0,3286499,secondary,0,RURAL,Reservation,INST01
S588-25,Kavya Roy,FEMALE,12-08-2002,2024-2025,1,1218562,Primary,1,URBAN,Merit,INST02
S589-25,Kavya Ghosh,female,12-08-2002,2024-2025,1,1224734,Graduate,0,RURAL,management,INST02
S590-24,Kavya Banerjee,MALE,14-05-2001,2023-2024,0,426892,graduate,0,URBAN,merit,INST02
S591-24,Kavya Mukherjee,MALE,12-08-2002,2023-2024,0,569478,Graduate,0,Urban,MANAGEMENT,INST01
S592-24,Kavya Chatterjee,FEMALE,12-08-2002,2023-2024,0,2168081,Graduate,0,Urban,RESERVATION,INST01
S593-24,Kavya Saxena,Female,14-05-2001,2023-2024,0,93925,GRADUATE,0,rural,Reservation,INST02
S594-25,Kavya Tripathi,MALE,12-08-2002,2024-2025,1,3205108,NONE,0,urban,merit,INST02
S595-25,Kavya Tiwari,male,14-05-2001,2024-2025,0,3052326,secondary,0,Rural,RESERVATION,INST02
S596-25,Kavya Mishra,MALE,12-08-2002,2024-2025,1,2238429,NONE,0,urban,Management,INST01
S597-25,Kavya Pandey,MALE,21-11-2003,2024-2025,0,1136027,secondary,0,urban,Merit,INST01
S598-25,Kavya Yadav,female,12-08-2002,2024-2025,0,487385,None,1,RURAL,management,INST01
S599-24,Kavya Jain,male,21-11-2003,2023-2024,0,1955270,NONE,0,RURAL,Merit,INST01
S600-25,Kavya Kohli,Female,21-11-2003,2024-2025,1,1138138,Primary,1,urban,management,INST01
S601-25,Manish Sharma,MALE,12-08-2002,2024-2025,1,2724782,GRADUATE,0,urban,management,INST02
S602-24,Manish Verma,female,14-05-2001,2023-2024,0,350879,graduate,1,rural,management,INST01
S603-25,Manish Patel,MALE,14-05-2001,2024-2025,1,3276789,none,1,Urban,Management,INST01
S604-24,Jane Doe,Female,14-05-2001,2023-2024,0,2910048,None,1,Rural,RESERVATION,INST02
S605-25,Jane Doe,MALE,14-05-2001,2024-2025,1,2048392,None,1,rural,Management,INST01
S606-24,Manish Singh,Female,12-08-2002,2023-2024,1,2624423,none,1,rural,MANAGEMENT,INST01
S607-25,Manish Gupta,male,21-11-2003,2024-2025,1,4675880,secondary,0,Urban,MERIT,INST01
S608-24,Manish Mehta,FEMALE,12-08-2002,2023-2024,0,4300668,None,1,Urban,management,INST01
S609-25,Manish Nair,FEMALE,14-05-2001,2024-2025,0,965729,primary,1,Urban,MERIT,INST02
S610-25,Manish Khan,Female,21-11-2003,2024-2025,0,3473705,primary,0,URBAN,merit,INST02
S611-24,Manish Malhotra,male,21-11-2003,2023-2024,0,3227937,None,1,urban,Merit,INST02
S612-25,Manish Bansal,female,21-11-2003,2024-2025,1,2308068,Primary,0,Urban,management,INST01
S613-25,Manish Chopra,female,14-05-2001,2024-2025,0,4111382,primary,0,rural,MERIT,INST02
S614-24,Manish Agarwal,Male,14-05-2001,2023-2024,0,4881936,None,1,URBAN,merit,INST01
S615-24,Manish Kulkarni,female,12-08-2002,2023-2024,0,1160465,SECONDARY,1,urban,Reservation,INST02
S616-25,Manish Joshi,Female,14-05-2001,2024-2025,0,3704833,primary,1,rural,reservation,INST01
S617-24,Jane Doe,Male,12-08-2002,2023-2024,1,2544340,secondary,0,URBAN,Reservation,INST02
S618-25,Manish Roy,FEMALE,14-05-2001,2024-2025,0,4874605,NONE,1,RURAL,MERIT,INST02
S619-24,Manish Ghosh,MALE,12-08-2002,2023-2024,0,1993427,none,0,Urban,MANAGEMENT,INST02
S620-25,Manish Banerjee,FEMALE,14-05-2001,2024-2025,0,4419574,graduate,0,Urban,Merit,INST01
S621-24,Manish Mukherjee,FEMALE,21-11-2003,2023-2024,0,2794045,secondary,0,RURAL,Reservation,INST01
S622-24,Manish Chatterjee,female,21-11-2003,2023-2024,1,2112873,GRADUATE,0,RURAL,merit,INST01
S623-24,Manish Saxena,male,12-08-2002,2023-2024,1,3693330,graduate,1,Rural,Management,INST02
S624-25,Manish Tripathi,FEMALE,12-08-2002,2024-2025,0,3340096,secondary,0,RURAL,Management,INST02
S625-25,Manish Tiwari,Female,12-08-2002,2024-2025,1,1124227,PRIMARY,1,Urban,merit,INST02
S626-25,Manish Mishra,Female,12-08-2002,2024-2025,1,3333119,Primary,1,rural,Merit,INST01
S627-25,Manish Pandey,male,21-11-2003,2024-2025,0,,Secondary,0,urban,Merit,INST02
S628-24,Manish Yadav,female,14-05-2001,2023-2024,0,,NONE,0,Urban,MERIT,INST02
S629-24,Manish Jain,MALE,12-08-2002,2023-2024,0,,graduate,1,URBAN,Reservation,INST02
S630-24,Manish Kohli,MALE,21-11-2003,2023-2024,1,,Primary,1,rural,management,INST02
S631-25,Swati Sharma,male,14-05-2001,2024-2025,1,,Primary,1,Rural,MANAGEMENT,INST01
S632-25,Swati Verma,Female,21-11-2003,2024-2025,0,,NONE,0,urban,MERIT,INST02
S633-25,Swati Patel,MALE,14-05-2001,2024-2025,1,,graduate,0,urban,management,INST01
S634-25,Swati Iyer,Male,21-11-2003,2024-2025,0,,none,0,URBAN,RESERVATION,INST01
S635-25,Swati Reddy,Female,12-08-2002,2024-2025,1,1003487,primary,1,URBAN,Management,INST02
S636-25,Swati Singh,MALE,12-08-2002,2024-2025,0,3167473,secondary,1,Urban,Reservation,INST01
S637-25,Swati Gupta,MALE,12-08-2002,2024-2025,0,132386,secondary,0,rural,management,INST01
S638-25,Swati Mehta,FEMALE,14-05-2001,2024-2025,1,168526,Secondary,1,URBAN,MERIT,INST01
S639-25,Swati Nair,MALE,21-11-2003,2024-2025,1,1545900,Secondary,1,RURAL,Merit,INST01
S640-24,Swati Khan,Male,12-08-2002,2023-2024,0,1252367,graduate,1,URBAN,management,INST02
S641-25,Swati Malhotra,Female,14-05-2001,2024-2025,0,2665247,Primary,0,rural,management,INST02
S642-25,Swati Bansal,Female,14-05-2001,2024-2025,1,1543276,Primary,0,Rural,MERIT,INST02
S643-24,Swati Chopra,FEMALE,14-05-2001,2023-2024,1,97098,none,1,Rural,RESERVATION,INST01
S644-24,Swati Agarwal,female,12-08-2002,2023-2024,0,3999434,None,0,urban,management,INST02
S645-24,Swati Kulkarni,female,12-08-2002,2023-2024,0,2686007,Secondary,1,urban,Management,INST02
S646-25,Swati Joshi,male,21-11-2003,2024-2025,0,565760,Secondary,1,Urban,merit,INST01
S647-25,Swati Das,male,21-11-2003,2024-2025,0,3961207,primary,0,urban,Management,INST01
S648-25,Swati Roy,male,14-05-2001,2024-2025,0,1652946,SECONDARY,1,RURAL,MERIT,INST01
S649-24,Swati Ghosh,FEMALE,21-11-2003,2023-2024,1,2524071,Secondary,1,URBAN,reservation,INST01
S650-25,Swati Banerjee,FEMALE,14-05-2001,2024-2025,1,2960188,none,0,RURAL,Merit,INST02
S651-24,Swati Mukherjee,Female,14-05-2001,2023-2024,0,3969550,Secondary,0,urban,reservation,INST02
S652-25,Swati Chatterjee,male,12-08-2002,2024-2025,1,1415209,graduate,0,Rural,management,INST01
S653-24,Swati Saxena,female,14-05-2001,2023-2024,0,3581486,Primary,0,URBAN,management,INST01
S654-25,Swati Tripathi,female,21-11-2003,2024-2025,0,1236660,primary,0,URBAN,Merit,INST01
S655-25,Jane Doe,FEMALE,14-05-2001,2024-2025,1,91479,Primary,1,urban,Merit,INST02
S656-25,Swati Mishra,female,21-11-2003,2024-2025,1,2425608,NONE,0,urban,Merit,INST01
S657-24,Swati Pandey,MALE,21-11-2003,2023-2024,0,1208298,secondary,0,Rural,MANAGEMENT,INST02
S658-24,Swati Yadav,male,12-08-2002,2023-2024,0,1421897,graduate,1,urban,MANAGEMENT,INST02
S659-25,Swati Jain,female,21-11-2003,2024-2025,1,507273,Secondary,1,Urban,Reservation,INST01
S660-24,Swati Kohli,FEMALE,21-11-2003,2023-2024,1,108357,GRADUATE,1,URBAN,management,INST02
S661-25,Deepak Sharma,female,14-05-2001,2024-2025,0,3621051,secondary,1,rural,management,INST02
S662-24,Deepak Verma,MALE,14-05-2001,2023-2024,1,1519966,graduate,1,Urban,reservation,INST01
S663-24,Deepak Patel,Male,12-08-2002,2023-2024,0,2789622,Graduate,1,rural,RESERVATION,INST01
S664-25,Deepak Iyer,Female,14-05-2001,2024-2025,0,1026647,none,1,Rural,management,INST02
S665-24,Deepak Reddy,FEMALE,21-11-2003,2023-2024,1,2440019,PRIMARY,1,RURAL,MERIT,INST02
S666-24,Jane Doe,Female,12-08-2002,2023-2024,1,584542,graduate,1,rural,management,INST01
S667-25,Deepak Gupta,male,14-05-2001,2024-2025,0,2194904,primary,1,rural,MANAGEMENT,INST01
S668-25,Deepak Mehta,male,21-11-2003,2024-2025,1,4788661,primary,1,URBAN,MERIT,INST01
S669-25,Deepak Nair,female,14-05-2001,2024-2025,1,1548393,secondary,0,rural,merit,INST02
S670-25,Deepak Khan,male,12-08-2002,2024-2025,1,3820309,Graduate,0,rural,Management,INST01
S671-24,Deepak Malhotra,female,21-11-2003,2023-2024,0,4272500,Graduate,0,Rural,Merit,INST01
S672-24,Deepak Bansal,male,21-11-2003,2023-2024,0,4010839,primary,1,Urban,Reservation,INST02
S673-24,Deepak Chopra,MALE,14-05-2001,2023-2024,1,2104063,graduate,1,rural,Reservation,INST01
S674-25,Deepak Agarwal,MALE,12-08-2002,2024-2025,0,4083306,Secondary,1,rural,management,INST01
S675-24,Deepak Kulkarni,FEMALE,14-05-2001,2023-2024,1,3124127,PRIMARY,1,Urban,merit,INST02
S676-25,Deepak Joshi,Female,14-05-2001,2024-2025,1,3828029,NONE,1,rural,RESERVATION,INST02
S677-25,Deepak Das,Male,12-08-2002,2024-2025,1,3739832,GRADUATE,0,urban,merit,INST02
S678-25,Deepak Roy,male,21-11-2003,2024-2025,1,,graduate,0,RURAL,MANAGEMENT,INST01
S679-25,Deepak Ghosh,MALE,12-08-2002,2024-2025,0,,primary,0,urban,merit,INST02
S680-24,Deepak Banerjee,male,21-11-2003,2023-2024,0,,PRIMARY,0,URBAN,reservation,INST02
S681-25,Deepak Mukherjee,male,12-08-2002,2024-2025,0,,PRIMARY,1,RURAL,Merit,INST01
S682-25,Deepak Chatterjee,FEMALE,12-08-2002,2024-2025,0,,GRADUATE,0,rural,management,INST02
S683-24,Deepak Saxena,female,12-08-2002,2023-2024,1,2161813,secondary,0,RURAL,Reservation,INST01
S684-24,Deepak Tripathi,female,21-11-2003,2023-2024,1,4140121,SECONDARY,1,rural,MERIT,INST01
S685-24,Deepak Tiwari,female,21-11-2003,2023-2024,1,1838589,primary,0,Urban,merit,INST02
S686-25,Deepak Mishra,Female,14-05-2001,2024-2025,1,2309749,Primary,1,rural,MANAGEMENT,INST02
S687-24,Deepak Pandey,Male,12-08-2002,2023-2024,0,3479160,primary,1,Urban,Management,INST01
S688-25,Deepak Yadav,MALE,14-05-2001,2024-2025,1,2348168,Graduate,1,RURAL,reservation,INST01
S689-25,Deepak Jain,female,12-08-2002,2024-2025,0,2365643,Secondary,0,urban,RESERVATION,INST01
S690-25,Deepak Kohli,Female,21-11-2003,2024-2025,0,4854434,primary,1,rural,MERIT,INST02
S691-24,Alok Sharma,Male,12-08-2002,2023-2024,0,3915501,PRIMARY,1,rural,merit,INST02
S692-24,Alok Verma,Male,12-08-2002,2023-2024,1,4795557,Secondary,0,Urban,RESERVATION,INST01
S693-25,Jane Doe,female,12-08-2002,2024-2025,0,1651280,SECONDARY,1,Rural,management,INST02
S694-24,Alok Iyer,male,14-05-2001,2023-2024,0,3321116,Secondary,0,Rural,RESERVATION,INST01
S695-24,Alok Reddy,Male,21-11-2003,2023-2024,0,2637731,secondary,1,urban,merit,INST01
S696-25,Alok Singh,FEMALE,14-05-2001,2024-2025,1,278979,None,0,RURAL,management,INST02
S697-24,Alok Gupta,MALE,12-08-2002,2023-2024,0,828897,graduate,1,RURAL,merit,INST02
S698-24,Alok Mehta,female,14-05-2001,2023-2024,0,3883205,secondary,0,Rural,merit,INST02
S699-25,Alok Nair,Female,14-05-2001,2024-2025,0,182959,PRIMARY,0,urban,management,INST01
S700-25,Alok Khan,male,21-11-2003,2024-2025,0,3168079,Primary,0,urban,Reservation,INST02
S701-24,Alok Malhotra,FEMALE,12-08-2002,2023-2024,0,266678,GRADUATE,1,URBAN,merit,INST02
S702-24,Alok Bansal,Female,12-08-2002,2023-2024,1,992968,Primary,0,Rural,MANAGEMENT,INST02
S703-24,Alok Chopra,MALE,12-08-2002,2023-2024,0,4057991,PRIMARY,0,urban,RESERVATION,INST01
S704-25,Alok Agarwal,Female,21-11-2003,2024-2025,1,1598761,primary,0,Urban,RESERVATION,INST01
S705-24,Alok Kulkarni,male,21-11-2003,2023-2024,1,170139,none,1,Urban,Reservation,INST02
S706-25,Alok Joshi,female,12-08-2002,2024-2025,1,4629168,PRIMARY,1,Rural,management,INST02
S707-25,Alok Das,MALE,21-11-2003,2024-2025,1,263187,NONE,1,urban,Management,INST01
S708-25,Alok Roy,male,14-05-2001,2024-2025,1,4335778,primary,0,Rural,RESERVATION,INST01
S709-24,Alok Ghosh,Male,21-11-2003,2023-2024,1,1439451,PRIMARY,1,rural,management,INST01
S710-25,Alok Banerjee,FEMALE,14-05-2001,2024-2025,0,52966,none,1,Urban,merit,INST02
S711-25,Alok Mukherjee,FEMALE,14-05-2001,2024-2025,1,1672116,primary,0,Urban,MANAGEMENT,INST01
S712-25,Alok Chatterjee,FEMALE,14-05-2001,2024-2025,1,4447651,None,0,Urban,reservation,INST01
S713-25,Alok Saxena,female,14-05-2001,2024-2025,1,2192889,SECONDARY,0,Urban,reservation,INST02
S714-25,Alok Tripathi,male,14-05-2001,2024-2025,1,3587258,secondary,1,RURAL,merit,INST02
S715-24,Jane Doe,Male,12-08-2002,2023-2024,1,3688701,GRADUATE,0,urban,Merit,INST02
S716-25,Alok Mishra,female,14-05-2001,2024-2025,0,384411,Graduate,1,URBAN,MERIT,INST02
S717-24,Alok Pandey,Male,21-11-2003,2023-2024,1,2501795,Secondary,1,rural,reservation,INST01
S718-24,Alok Yadav,Female,12-08-2002,2023-2024,0,4734851,graduate,0,rural,RESERVATION,INST02
S719-25,Jane Doe,FEMALE,14-05-2001,2024-2025,1,4220754,secondary,1,urban,MERIT,INST02
S720-25,Alok Kohli,female,14-05-2001,2024-2025,0,4746959,graduate,1,Rural,Merit,INST02
S721-24,Suman Sharma,female,12-08-2002,2023-2024,1,2766535,None,0,urban,MERIT,INST02
S722-24,Suman Verma,female,14-05-2001,2023-2024,0,224264,GRADUATE,1,Rural,management,INST02
S723-25,Suman Patel,FEMALE,14-05-2001,2024-2025,0,,Secondary,0,URBAN,reservation,INST01
S724-24,Suman Iyer,male,14-05-2001,2023-2024,1,,graduate,0,urban,merit,INST01
S725-24,Suman Reddy,Female,14-05-2001,2023-2024,0,,Graduate,0,RURAL,Management,INST02
S726-25,Suman Singh,FEMALE,21-11-2003,2024-2025,1,,none,1,urban,Merit,INST01
S727-24,Suman Gupta,male,12-08-2002,2023-2024,1,,NONE,1,rural,MANAGEMENT,INST02
S728-24,Suman Mehta,Male,12-08-2002,2023-2024,0,,PRIMARY,0,Urban,Merit,INST02
S729-24,Suman Nair,male,12-08-2002,2023-2024,0,,none,1,urban,reservation,INST02
S730-24,Suman Khan,Male,21-11-2003,2023-2024,0,,primary,0,urban,MANAGEMENT,INST01
S731-24,Suman Malhotra,Male,14-05-2001,2023-2024,1,,Graduate,0,RURAL,MERIT,INST02
S732-24,Suman Bansal,Male,14-05-2001,2023-2024,0,,none,1,URBAN,merit,INST02
S733-25,Suman Chopra,FEMALE,21-11-2003,2024-2025,1,,graduate,1,urban,merit,INST01
S734-25,Jane Doe,male,14-05-2001,2024-2025,0,452284,graduate,0,rural,MERIT,INST01
S735-24,Suman Kulkarni,male,14-05-2001,2023-2024,0,2736959,none,0,RURAL,Merit,INST02
S736-24,Suman Joshi,female,14-05-2001,2023-2024,0,3320850,primary,1,RURAL,reservation,INST01
S737-25,Suman Das,male,12-08-2002,2024-2025,0,3519862,GRADUATE,1,urban,RESERVATION,INST01
S738-25,Suman Roy,FEMALE,12-08-2002,2024-2025,1,607845,GRADUATE,1,rural,Merit,INST01
S739-24,Suman Ghosh,MALE,21-11-2003,2023-2024,1,4703580,GRADUATE,0,urban,reservation,INST02
S740-25,Suman Banerjee,male,21-11-2003,2024-2025,0,1247546,primary,0,Urban,merit,INST01
S741-25,Suman Mukherjee,female,14-05-2001,2024-2025,0,3237959,secondary,1,Urban,management,INST02
S742-24,Suman Chatterjee,female,12-08-2002,2023-2024,0,984204,secondary,0,URBAN,Merit,INST01
S743-24,Suman Saxena,MALE,12-08-2002,2023-2024,1,345238,GRADUATE,1,rural,management,INST02
S744-25,Suman Tripathi,FEMALE,14-05-2001,2024-2025,0,1334613,Graduate,1,urban,Merit,INST01
S745-25,Suman Tiwari,FEMALE,21-11-2003,2024-2025,1,1098779,graduate,1,rural,MANAGEMENT,INST01
S746-24,Suman Mishra,Male,14-05-2001,2023-2024,1,1869986,Graduate,1,rural,merit,INST02
S747-25,Suman Pandey,Male,21-11-2003,2024-2025,1,3507095,GRADUATE,1,urban,RESERVATION,INST01
S748-25,Suman Yadav,MALE,21-11-2003,2024-2025,1,4874029,primary,1,Rural,Reservation,INST01
S749-24,Suman Jain,male,12-08-2002,2023-2024,1,769323,Primary,1,Urban,reservation,INST02
S750-24,Suman Kohli,male,21-11-2003,2023-2024,0,2480524,GRADUATE,1,Rural,merit,INST02
S751-24,Tanvi Sharma,female,14-05-2001,2023-2024,0,380329,secondary,0,Rural,Reservation,INST01
S752-25,Tanvi Verma,Female,14-05-2001,2024-2025,0,627891,SECONDARY,0,Rural,merit,INST01
S753-25,Tanvi Patel,Female,14-05-2001,2024-2025,1,2169933,secondary,0,RURAL,management,INST02
S754-24,Tanvi Iyer,Male,12-08-2002,2023-2024,0,2842725,Secondary,1,RURAL,RESERVATION,INST02
S755-25,Jane Doe,female,14-05-2001,2024-2025,1,3126890,secondary,1,Urban,Merit,INST01
S756-24,Tanvi Singh,MALE,14-05-2001,2023-2024,1,1128152,NONE,0,urban,merit,INST01
S757-24,Tanvi Gupta,female,21-11-2003,2023-2024,0,4938502,NONE,0,Urban,MERIT,INST01
S758-24,Tanvi Mehta,MALE,14-05-2001,2023-2024,0,3682010,graduate,1,urban,RESERVATION,INST02
S759-24,Jane Doe,MALE,14-05-2001,2023-2024,0,3762096,SECONDARY,0,urban,Merit,INST01
S760-24,Jane Doe,female,14-05-2001,2023-2024,0,3360714,GRADUATE,1,Urban,RESERVATION,INST01
S761-24,Tanvi Malhotra,female,12-08-2002,2023-2024,1,566902,None,1,Urban,Management,INST02
S762-24,Tanvi Bansal,Female,21-11-2003,2023-2024,1,4824805,graduate,0,urban,Management,INST02
S763-25,Tanvi Chopra,female,12-08-2002,2024-2025,1,3939158,Graduate,1,Rural,management,INST01
S764-24,Tanvi Agarwal,male,12-08-2002,2023-2024,0,1592745,none,1,URBAN,reservation,INST01
S765-25,Tanvi Kulkarni,MALE,14-05-2001,2024-2025,1,551306,SECONDARY,1,urban,management,INST02
S766-25,Tanvi Joshi,female,21-11-2003,2024-2025,0,1072129,secondary,0,rural,Management,INST02
S767-25,Tanvi Das,Female,12-08-2002,2024-2025,1,2403267,Primary,0,Rural,management,INST01
S768-25,Tanvi Roy,Female,14-05-2001,2024-2025,1,732058,None,1,Urban,MANAGEMENT,INST01
S769-25,Tanvi Ghosh,Female,21-11-2003,2024-2025,1,3037760,Graduate,0,urban,MERIT,INST01
S770-24,Tanvi Banerjee,FEMALE,14-05-2001,2023-2024,1,4441454,NONE,0,URBAN,Merit,INST01
S771-25,Tanvi Mukherjee,male,12-08-2002,2024-2025,1,3950195,SECONDARY,1,RURAL,reservation,INST01
S772-25,Tanvi Chatterjee,female,12-08-2002,2024-2025,1,192239,None,1,Urban,merit,INST01
S773-24,Tanvi Saxena,MALE,12-08-2002,2023-2024,0,1156178,PRIMARY,1,rural,merit,INST02
S774-25,Tanvi Tripathi,male,12-08-2002,2024-2025,1,1350100,PRIMARY,0,Urban,MANAGEMENT,INST01
S775-24,Tanvi Tiwari,male,21-11-2003,2023-2024,1,1330359,none,0,rural,RESERVATION,INST01
S776-25,Tanvi Mishra,male,21-11-2003,2024-2025,0,,GRADUATE,0,RURAL,management,INST01
